Species1,Species2,MedianDistance
MELUD,HYLLA,0.09648061150000001
MELUD,ICTPU,0.38113721899999997
MELUD,LATCH,0.16183045150000003
MELUD,LEPWE,0.10475890900000001
MELUD,LOXAF,0.11070572249999999
MELUD,MARMA,0.09970501749999999
MELUD,MELGA,0.018873826
MELUD,MELUD,0.046197379
MELUD,MERPO,1.9057656404999999
MELUD,MICMU,0.09159771950000001
MELUD,MICOH,0.0927546565
MELUD,MONDO,0.0552549975
MELUD,MONMO,0.107471624
MELUD,MOUSE,0.1044726615
MELUD,MUSCR,0.1083933595
MELUD,MUSPF,0.1155597015
MELUD,MYOPI,0.10108995949999999
MELUD,NEOAA,0.125452193
MELUD,NEOSC,0.1146888045
MELUD,NOMLE,0.105647662
MELUD,OCTDE,0.12065236650000001
MELUD,ODORO,0.1075827295
MELUD,ODOVR,0.11623030449999999
MELUD,ORNAN,0.07228377550000001
MELUD,ORYAF,0.11063402850000001
MELUD,PANGU,0.38151038049999997
MELUD,PANPR,0.10556483550000001
MELUD,PANTR,0.087730326
MELUD,PARLB,0.1329544285
MELUD,PATFA,0.123062332
MELUD,PELSI,0.05623990549999999
MELUD,PHOSS,0.1279680045
MELUD,PHYMC,0.127316071
MELUD,PONAB,0.0897952205
MELUD,PONPY,0.0897952255
MELUD,PROSS,0.09060858699999999
MELUD,PTEVA,0.150462015
MELUD,PUMCO,0.129815164
MELUD,RAT,0.0960406895
MELUD,RHIFE,0.14306278300000003
MELUD,RHIRO,0.0869515435
MELUD,SACKO,1.7014676785
MELUD,SAGOE,0.3342835655
MELUD,SALNM,0.3884776605
MELUD,SAPAP,0.0964828935
MELUD,SARHA,0.0536913425
MELUD,SCHHA,5.036002697500001
MELUD,SURSU,0.1107302175
MELUD,TAEGU,0.069519782
MELUD,TAPME,0.0915768035
MELUD,TRASC,0.0544893405
MELUD,TRIMA,0.172917957
MELUD,TURTR,0.119911497
MELUD,TYLPA,0.1204257265
MELUD,UROPR,0.09970501749999999
MELUD,URSMA,0.17819075250000002
MELUD,VICPA,0.124975259
MELUD,VULVU,0.1196410475
MELUD,XENLA,0.144076295
MELUD,XENTR,0.13556546400000002
MELUD,ZALCA,0.1116944335
MERPO,9AMPH,1.943028389
MERPO,9CHIR,1.930762795
MERPO,9PASS,2.1088347215
MERPO,9PLAT,3.9345253875
MERPO,9PRIM,1.922690975
MERPO,9SAUR,2.328558812
MERPO,9TELE,1.6997897119999998
MERPO,ACIJB,1.934196228
MERPO,ACIOX,1.80569936
MERPO,AILME,1.946788913
MERPO,ARAGI,1.616381099
MERPO,ARCCL,1.952679509
MERPO,ASEST,1.970807501
MERPO,ATHCN,1.945105974
MERPO,AYTFU,1.8742340450000001
MERPO,BALAC,1.9490845625
MERPO,BALMU,1.950597736
MERPO,BISBB,1.952802305
MERPO,BOSGR,1.940985681
MERPO,BOSIN,1.940985694
MERPO,BOVIN,1.9475885905
MERPO,CALJA,1.977931947
MERPO,CALUR,1.946214006
MERPO,CAMBA,1.9419938705
MERPO,CAMFR,1.9382264679999999
MERPO,CANLF,1.963391528
MERPO,CASCN,1.956135336
MERPO,CATUS,2.0247400285
MERPO,CAVPO,1.925562823
MERPO,CEBIM,1.944260135
MERPO,CHACN,1.699521652
MERPO,CHICK,1.857372054
MERPO,CHILA,1.941694041
MERPO,CHRAS,1.944212499
MERPO,COEFR,1.979376741
MERPO,COTCN,3.0559185380000002
MERPO,COTJA,2.116945918
MERPO,CRIGR,1.928896134
MERPO,CYNSP,2.006777736
MERPO,DANRE,1.7811646104999999
MERPO,DELLE,1.9828128409999999
MERPO,DIPOR,1.968900859
MERPO,ECHTE,1.965542573
MERPO,EOSFB,1.932646242
MERPO,EQUAS,1.9148900985
MERPO,EQUPR,1.914065009
MERPO,ERIEU,1.9404217875
MERPO,FELCA,1.941510494
MERPO,FICAL,1.940060109
MERPO,GEKGE,1.858009575
MERPO,GEOSA,1.9468774395000001
MERPO,GORGO,1.986845389
MERPO,HETGA,2.00146443
MERPO,HIPAR,1.974575263
MERPO,HUMAN,1.95880944
MERPO,HYLLA,1.929458507
MERPO,ICTPU,1.6798107
MERPO,LEPWE,1.9377368045
MERPO,LOXAF,1.943683618
MERPO,MARMA,1.932682913
MERPO,MICMU,1.922690955
MERPO,MICOH,1.925732552
MERPO,MONMO,1.9404495195
MERPO,MOUSE,1.937450557
MERPO,MUSCR,1.941371255
MERPO,MUSPF,1.9490908359999999
MERPO,MYOPI,1.934067855
MERPO,NEOAA,1.9537793005
MERPO,NEOSC,1.9496507859999999
MERPO,NOMLE,1.929458476
MERPO,OCTDE,1.953630262
MERPO,ODORO,1.941857445
MERPO,ODOVR,1.9492082
MERPO,ORYAF,1.943611924
MERPO,PANGU,2.214488276
MERPO,PANPR,1.934196238
MERPO,PANTR,1.920618937
MERPO,PARLB,1.965932324
MERPO,PATFA,1.93867657
MERPO,PHOSS,1.9609459
MERPO,PHYMC,1.9560100935
MERPO,PONAB,1.922773116
MERPO,PONPY,1.9227731209999999
MERPO,PROSS,1.9235864825
MERPO,PTEVA,1.996475448
MERPO,PUMCO,1.948861457
MERPO,RAT,1.929018585
MERPO,RHIFE,1.9786476849999999
MERPO,RHIRO,1.919929439
MERPO,SACKO,2.064789796
MERPO,SAGOE,2.167261461
MERPO,SAPAP,1.929460789
MERPO,SARHA,1.855373998
MERPO,SCHHA,4.997038441
MERPO,SURSU,1.945460468
MERPO,TAEGU,1.858806453
MERPO,TAPME,1.924554699
MERPO,TRIMA,1.993754733
MERPO,TURTR,1.9537792999999999
MERPO,TYLPA,1.953403622
MERPO,UROPR,1.932682913
MERPO,URSMA,2.011168648
MERPO,VICPA,1.9579531545
MERPO,VULVU,1.9431875585
MERPO,XENLA,1.9755714695000002
MERPO,XENTR,1.966954874
MERPO,ZALCA,1.9446723289999999
MESAU,9AMPH,0.05444723
MESAU,9ANUR,0.28188476300000004
MESAU,9AVES,0.0845467375
MESAU,9CHIR,0.019824045999999998
MESAU,9CICH,0.490525557
MESAU,9PASE,0.097932108
MESAU,9PASS,0.122522514
MESAU,9PLAT,3.9932652345
MESAU,9PRIM,0.011752226000000001
MESAU,9SAUR,0.117775374
MESAU,9TELE,0.5003887805
MESAU,ACIJB,0.034343371
MESAU,ACIOX,0.193840595
MESAU,AILME,0.046936056000000004
MESAU,ALLSI,0.062496888
MESAU,ANOCA,0.054883157
MESAU,ARAGI,0.652003212
MESAU,ARCCL,0.052826652
MESAU,ASEST,0.070954644
MESAU,ATHCN,0.21750662799999998
MESAU,AUSLI,0.4957932685
MESAU,AYTFU,0.092327
MESAU,BALAC,0.0381458135
MESAU,BALMU,0.039658987
MESAU,BETSP,0.48468373600000003
MESAU,BISBB,0.041863555999999996
MESAU,BOSGR,0.030046932
MESAU,BOSIN,0.039512273
MESAU,BOVIN,0.0366498415
MESAU,CALJA,0.066993198
MESAU,CALUR,0.046361149
MESAU,CAMBA,0.0421410135
MESAU,CAMFR,0.038373611
MESAU,CANLF,0.06353867099999999
MESAU,CAPHI,0.048977600999999996
MESAU,CASCN,0.056282478999999996
MESAU,CATUS,0.166934594
MESAU,CAVPO,0.014624074
MESAU,CEBIM,0.033321386
MESAU,CHACN,0.358647781
MESAU,CHEAB,0.072665236
MESAU,CHESE,0.072636892
MESAU,CHICK,0.080331262
MESAU,CHILA,0.030755292
MESAU,CHRAS,0.033273750000000005
MESAU,CLUHA,0.477341218
MESAU,COEFR,0.079523884
MESAU,COTCN,3.114658385
MESAU,COTGO,0.474195839
MESAU,COTJA,0.308322019
MESAU,CRIGR,0.017957385
MESAU,CROAD,0.411746188
MESAU,CROPO,0.058875642
MESAU,CYACU,0.17068106700000002
MESAU,CYNSP,0.095838987
MESAU,DANRE,0.4883351335
MESAU,DELLE,0.071874092
MESAU,DIPOR,0.069048002
MESAU,ECHTE,0.06568971600000001
MESAU,EOSFB,0.021707493
MESAU,EQUAS,0.015862366
MESAU,EQUPR,0.014212157
MESAU,ERIEU,0.0294830385
MESAU,EUBMA,0.094179364
MESAU,FELCA,0.041657637
MESAU,FICAL,0.155158503
MESAU,GEKGE,0.084823966
MESAU,GEKJA,0.128573048
MESAU,GEOFO,0.122098387
MESAU,GEOSA,0.058296280500000006
MESAU,GORGO,0.07590664
MESAU,GYMAC,0.527806444
MESAU,HETGA,0.090525681
MESAU,HIPAR,0.074722406
MESAU,HUMAN,0.04787069099999999
MESAU,HYLLA,0.018519758
MESAU,ICTPU,0.386981223
MESAU,LATCH,0.181606042
MESAU,LEPWE,0.0378839475
MESAU,LOXAF,0.032744868999999996
MESAU,MARMA,0.021744164
MESAU,MELGA,0.078434282
MESAU,MELUD,0.0925633355
MESAU,MERPO,1.925541231
MESAU,MESAU,1e-08
MESAU,MICMU,0.011752206
MESAU,MICOH,0.014793803
MESAU,MONDO,0.075030588
MESAU,MONMO,0.0295107705
MESAU,MOUSE,0.026511807999999998
MESAU,MUSCR,0.030432505999999998
MESAU,MUSPF,0.049237979
MESAU,MYOLU,0.091990234
MESAU,MYOPI,0.023129106
MESAU,NAJNA,0.11964771099999999
MESAU,NEOAA,0.0428405515
MESAU,NEOSC,0.049797929000000005
MESAU,NOMLE,0.018519727
MESAU,NOTPE,0.106494933
MESAU,OCTDE,0.053777405
MESAU,ODORO,0.042004588
MESAU,ODOVR,0.038269450999999996
MESAU,ORNAN,0.092059366
MESAU,ORYAF,0.043759067
MESAU,PANGU,0.303549527
MESAU,PANPR,0.034343381
MESAU,PANTR,0.009680188
MESAU,PARLB,0.077351165
MESAU,PATFA,0.15858605250000002
MESAU,PELSI,0.076015496
MESAU,PHACI,0.058875632
MESAU,PHOSS,0.050007151
MESAU,PHYMC,0.045071348
MESAU,PONAB,0.011834367
MESAU,PONPY,0.011834372
MESAU,PROSS,0.034716295
MESAU,PSETE,0.120839534
MESAU,PTEVA,0.085536699
MESAU,PUMCO,0.0490086
MESAU,PYTBI,0.10663793499999999
MESAU,RAT,0.018079836000000002
MESAU,RHIFE,0.078794828
MESAU,RHIRO,0.010917451000000002
MESAU,SACKO,1.721243269
MESAU,SAGOE,0.267408604
MESAU,SALNM,0.408253251
MESAU,SAPAP,0.01852204
MESAU,SARHA,0.073466933
MESAU,SCHHA,5.055778288000001
MESAU,SURSU,0.045607611
MESAU,TAEGU,0.076899408
MESAU,TAPME,0.01361595
MESAU,TRASC,0.07426493099999999
MESAU,TRIMA,0.0828159865
MESAU,TURTR,0.042840551
MESAU,TYLPA,0.053550765
MESAU,UROPR,0.021744164
MESAU,URSMA,0.111315791
MESAU,VICPA,0.0581002975
MESAU,VULVU,0.0433347015
MESAU,XENLA,0.0869903105
MESAU,XENTR,0.078373715
MESAU,ZALCA,0.044819472
MICMU,9CHIR,0.013594867
MICMU,9SAUR,0.41139088900000004
MICMU,BALAC,0.031916642
MICMU,BALMU,0.033429813
MICMU,BISBB,0.035634382
MICMU,BOSGR,0.023817761
MICMU,BOSIN,0.023817765999999997
MICMU,BOVIN,0.0323053275
MICMU,CALJA,0.060764024
MICMU,CEBIM,0.027092211999999997
MICMU,CHILA,0.024526118
MICMU,CHRAS,0.025290914
MICMU,CRIGR,0.009974505
MICMU,CYNSP,0.089609813
MICMU,DELLE,0.06564491800000001
MICMU,EOSFB,0.015478319
MICMU,EQUPR,0.027897005
MICMU,ERIEU,0.025079816499999998
MICMU,GORGO,0.07156212599999999
MICMU,HETGA,0.084296507
MICMU,HUMAN,0.043804465
MICMU,HYLLA,0.012290584
MICMU,LOXAF,0.026515695
MICMU,MARMA,0.015514990000000001
MICMU,MICMU,0.00376934
MICMU,MONMO,0.023281596499999998
MICMU,MOUSE,0.021021322000000002
MICMU,MUSCR,0.024203331999999998
MICMU,MYOPI,0.016899932
MICMU,NEOAA,0.0384960375
MICMU,NOMLE,0.009410702
MICMU,ODOVR,0.032040277
MICMU,PANGU,0.29732035300000004
MICMU,PANTR,0.004319084
MICMU,PHOSS,0.043777976999999996
MICMU,PHYMC,0.0426114895
MICMU,PONAB,0.0056052229999999995
MICMU,PONPY,0.005605227999999999
MICMU,PROSS,0.00197828
MICMU,PTEVA,0.0802035775
MICMU,PUMCO,0.064097447
MICMU,RAT,0.011850662000000001
MICMU,SAPAP,0.012292866
MICMU,TAPME,0.007386775999999999
MICMU,TRIMA,0.076586806
MICMU,TURTR,0.038496037
MICMU,UROPR,0.015514990000000001
MICOH,9CHIR,0.015192535
MICOH,9PRIM,0.008564704999999999
MICOH,9SAUR,0.41443254199999996
MICOH,BALAC,0.03495829
MICOH,BALMU,0.036471466
MICOH,BISBB,0.038676035
MICOH,BOSGR,0.026859411
MICOH,BOSIN,0.026859419
MICOH,BOVIN,0.0334623205
MICOH,CALJA,0.063805677
MICOH,CAVPO,0.006040359
MICOH,CEBIM,0.030133865000000003
MICOH,CHILA,0.027567770999999998
MICOH,CHRAS,0.030086229
MICOH,CRIGR,0.014769863999999999
MICOH,CYNSP,0.092651466
MICOH,DELLE,0.068686571
MICOH,EOSFB,0.018519972
MICOH,EQUPR,0.0309386555
MICOH,ERIEU,0.0262955175
MICOH,GORGO,0.072719119
MICOH,HETGA,0.08733816
MICOH,HUMAN,0.044683169999999994
MICOH,HYLLA,0.015332237
MICOH,LOXAF,0.029557347999999997
MICOH,MARMA,0.018556642999999998
MICOH,MICMU,0.008564684999999999
MICOH,MONMO,0.0263232495
MICOH,MOUSE,0.023324287
MICOH,MUSCR,0.027244985
MICOH,MYOPI,0.019941584999999998
MICOH,NEOAA,0.0396530305
MICOH,NOMLE,0.010567685
MICOH,ODOVR,0.03508193
MICOH,PANGU,0.30036200599999996
MICOH,PANTR,0.006492667
MICOH,PHOSS,0.04681963
MICOH,PHYMC,0.0418838235
MICOH,PONAB,0.008646846
MICOH,PONPY,0.008646851
MICOH,PROSS,0.009460212499999999
MICOH,PTEVA,0.082349178
MICOH,PUMCO,0.0671391
MICOH,RAT,0.014892315
MICOH,RHIRO,0.0058031689999999995
MICOH,SAPAP,0.015334519
MICOH,TAPME,0.010428429
MICOH,TRIMA,0.07844268800000001
MICOH,TURTR,0.03965303
MICOH,UROPR,0.018556642999999998
MONDO,9AMPH,0.092517746
MONDO,9CHIR,0.080252152
MONDO,9CICH,0.42192196899999995
MONDO,9PASS,0.2583240785
MONDO,9PLAT,3.9246616465
MONDO,9PRIM,0.072180332
MONDO,9SAUR,0.033502578
MONDO,9TELE,0.4317851924999999
MONDO,ACIJB,0.083685585
MONDO,ACIOX,0.125237007
MONDO,AILME,0.09627827
MONDO,ARAGI,0.6930855725
MONDO,ARCCL,0.102168866
MONDO,ASEST,0.120296858
MONDO,ATHCN,0.094595341
MONDO,AUSLI,0.42718968049999995
MONDO,AYTFU,0.023723412000000003
MONDO,BALAC,0.0985739195
MONDO,BALMU,0.100087093
MONDO,BETSP,0.4160801479999999
MONDO,BISBB,0.102291662
MONDO,BOSGR,0.09047503800000001
MONDO,BOSIN,0.090475051
MONDO,BOVIN,0.0970779475
MONDO,CALJA,0.127421304
MONDO,CALUR,0.095703363
MONDO,CAMBA,0.0914832275
MONDO,CAMFR,0.087715825
MONDO,CANLF,0.112880885
MONDO,CASCN,0.10562469299999999
MONDO,CATUS,0.1742293905
MONDO,CAVPO,0.07505218000000001
MONDO,CEBIM,0.093749492
MONDO,CHACN,0.29004419299999995
MONDO,CHICK,0.0068614209999999995
MONDO,CHILA,0.091183398
MONDO,CHRAS,0.093701856
MONDO,CLUHA,0.40873762999999996
MONDO,COEFR,0.12886609799999998
MONDO,COTCN,3.046054797
MONDO,COTGO,0.40559225099999996
MONDO,COTJA,0.26643527499999997
MONDO,CRIGR,0.078385491
MONDO,CYNSP,0.156267093
MONDO,DANRE,0.41973154549999997
MONDO,DELLE,0.13230219799999998
MONDO,DIPOR,0.118390216
MONDO,ECHTE,0.11503193
MONDO,EOSFB,0.082135599
MONDO,EQUAS,0.0643794555
MONDO,EQUPR,0.063554366
MONDO,ERIEU,0.0899111445
MONDO,EUBMA,0.025575776
MONDO,FELCA,0.090999851
MONDO,FICAL,0.08954947599999999
MONDO,GEKGE,0.016220378
MONDO,GEOSA,0.0963667965
MONDO,GORGO,0.136334746
MONDO,GYMAC,0.45920285599999994
MONDO,HETGA,0.150953787
MONDO,HIPAR,0.12406462
MONDO,HUMAN,0.108298797
MONDO,HYLLA,0.078947864
MONDO,ICTPU,0.318377635
MONDO,LATCH,0.113002454
MONDO,LEPWE,0.08722616150000001
MONDO,LOXAF,0.09317297499999999
MONDO,MARMA,0.08217226999999999
MONDO,MERPO,1.856937643
MONDO,MICMU,0.072180312
MONDO,MICOH,0.075221909
MONDO,MONDO,1e-08
MONDO,MONMO,0.0899388765
MONDO,MOUSE,0.086939914
MONDO,MUSCR,0.090860612
MONDO,MUSPF,0.09858019300000001
MONDO,MYOPI,0.08355721199999999
MONDO,NEOAA,0.1032686575
MONDO,NEOSC,0.09914014300000001
MONDO,NOMLE,0.078947833
MONDO,OCTDE,0.10311961900000001
MONDO,ODORO,0.091346802
MONDO,ODOVR,0.09869755699999999
MONDO,ORYAF,0.09310128100000001
MONDO,PANGU,0.36397763299999997
MONDO,PANPR,0.083685595
MONDO,PANTR,0.070108294
MONDO,PARLB,0.115421681
MONDO,PATFA,0.088165937
MONDO,PHOSS,0.11043525700000001
MONDO,PHYMC,0.1054994505
MONDO,PONAB,0.07226247300000001
MONDO,PONPY,0.072262478
MONDO,PROSS,0.07307583949999999
MONDO,PTEVA,0.145964805
MONDO,PUMCO,0.09835081400000001
MONDO,RAT,0.078507942
MONDO,RHIFE,0.128137042
MONDO,RHIRO,0.069418796
MONDO,SACKO,1.652639681
MONDO,SAGOE,0.316750818
MONDO,SALNM,0.339649663
MONDO,SAPAP,0.078950146
MONDO,SARHA,0.004863355
MONDO,SCHHA,4.987174700000001
MONDO,SURSU,0.094949825
MONDO,TAEGU,0.00829582
MONDO,TAPME,0.074044056
MONDO,TRIMA,0.14324409
MONDO,TURTR,0.103268657
MONDO,TYLPA,0.102892979
MONDO,UROPR,0.08217226999999999
MONDO,URSMA,0.160658005
MONDO,VICPA,0.1074425115
MONDO,VULVU,0.0926769155
MONDO,XENLA,0.1250608265
MONDO,XENTR,0.116444231
MONDO,ZALCA,0.094161686
MONMO,9SAUR,0.4100913535
MONMO,CALJA,0.059464488499999996
MONMO,CHILA,0.0422846685
MONMO,CHRAS,0.078824375
MONMO,CYNSP,0.08831027749999999
MONMO,EOSFB,0.0141787835
MONMO,ERIEU,0.017492561
MONMO,GORGO,0.06837793049999999
MONMO,HETGA,0.08299697149999999
MONMO,HUMAN,0.0395387905
MONMO,HYLLA,0.0109910485
MONMO,MARMA,0.0142154545
MONMO,MONMO,1.1e-08
MONMO,NOMLE,0.020520095500000002
MONMO,PANGU,0.2960208175
MONMO,PANTR,0.021298893
MONMO,PONAB,0.0233637875
MONMO,PONPY,0.0233637925
MONMO,PTEVA,0.07800798949999999
MONMO,PUMCO,0.0627979115
MONMO,SAPAP,0.0109887405
MONMO,TAPME,0.0251453265
MONMO,TRIMA,0.0741015
MONMO,UROPR,0.0142154545
MOUSE,9SAUR,0.408093257
MOUSE,BALAC,0.029357688
MOUSE,BALMU,0.030132181
MOUSE,BISBB,0.03233675
MOUSE,BOSGR,0.020520126
MOUSE,BOSIN,0.020520134000000002
MOUSE,BOVIN,0.0271230355
MOUSE,CALJA,0.057466392
MOUSE,CEBIM,0.023794580000000003
MOUSE,CHILA,0.039285706000000004
MOUSE,CHRAS,0.0768262785
MOUSE,CYNSP,0.086312181
MOUSE,DELLE,0.062347286
MOUSE,EOSFB,0.012180686999999999
MOUSE,EQUPR,0.024599368000000003
MOUSE,ERIEU,0.0199562325
MOUSE,GORGO,0.066379834
MOUSE,HETGA,0.080998875
MOUSE,HUMAN,0.038343884999999994
MOUSE,HYLLA,0.008992952
MOUSE,MARMA,0.012217358000000001
MOUSE,MONMO,0.0199839645
MOUSE,MOUSE,0.0014774220000000002
MOUSE,NEOAA,0.0333137455
MOUSE,NOMLE,0.013257027
MOUSE,ODOVR,0.028742645000000004
MOUSE,PANGU,0.294022721
MOUSE,PANTR,0.0182999305
MOUSE,PHOSS,0.040480345
MOUSE,PHYMC,0.0362832255
MOUSE,PONAB,0.020364825
MOUSE,PONPY,0.02036483
MOUSE,PTEVA,0.076009893
MOUSE,PUMCO,0.06079981549999999
MOUSE,SAPAP,0.008995234
MOUSE,TAPME,0.022146364
MOUSE,TRIMA,0.0725504905
MOUSE,TURTR,0.033313745000000006
MOUSE,UROPR,0.012217358000000001
MUSCR,9SAUR,0.412013955
MUSCR,BALAC,0.032539703
MUSCR,BALMU,0.034052879
MUSCR,BISBB,0.036257448
MUSCR,BOSGR,0.024440824
MUSCR,BOSIN,0.024440832
MUSCR,BOVIN,0.0310437335
MUSCR,CALJA,0.06138709
MUSCR,CEBIM,0.027715278000000003
MUSCR,CHILA,0.043206404000000004
MUSCR,CHRAS,0.0807469765
MUSCR,CYNSP,0.090232879
MUSCR,DELLE,0.066267984
MUSCR,EOSFB,0.016101385
MUSCR,EQUPR,0.028520068500000002
MUSCR,ERIEU,0.0238769305
MUSCR,GORGO,0.070300532
MUSCR,HETGA,0.084919573
MUSCR,HUMAN,0.042264582999999994
MUSCR,HYLLA,0.01291365
MUSCR,LOXAF,0.0023123769999999996
MUSCR,MARMA,0.016138056
MUSCR,MONMO,0.0239046625
MUSCR,MOUSE,0.005398106999999999
MUSCR,NEOAA,0.0372344435
MUSCR,NOMLE,0.017177725
MUSCR,ODOVR,0.032663343
MUSCR,PANGU,0.297943419
MUSCR,PANTR,0.0222206285
MUSCR,PHOSS,0.044401043
MUSCR,PHYMC,0.0394652365
MUSCR,PONAB,0.024285522999999996
MUSCR,PONPY,0.024285527999999997
MUSCR,PTEVA,0.079930591
MUSCR,PUMCO,0.06472051300000001
MUSCR,SAPAP,0.012915932
MUSCR,TAPME,0.026067062
MUSCR,TRIMA,0.076024101
MUSCR,TURTR,0.037234443
MUSCR,UROPR,0.016138056
MUSPF,9CHIR,0.053077704
MUSPF,9PRIM,0.046387723
MUSPF,9SAUR,0.45225556
MUSPF,ACIJB,0.0218341825
MUSPF,AILME,0.013570878
MUSPF,ARCCL,0.004970522
MUSPF,ASEST,0.05953272
MUSPF,BALAC,0.072781308
MUSPF,BALMU,0.074294484
MUSPF,BISBB,0.076499053
MUSPF,BOSGR,0.06468242099999999
MUSPF,BOSIN,0.064682432
MUSPF,BOVIN,0.0707320995
MUSPF,CALJA,0.10162869499999999
MUSPF,CALUR,0.043775027999999994
MUSPF,CAMBA,0.0357874875
MUSPF,CAMFR,0.03578749
MUSPF,CASCN,0.054976459500000005
MUSPF,CAVPO,0.049259570999999995
MUSPF,CEBIM,0.067956883
MUSPF,CHILA,0.065390789
MUSPF,CHRAS,0.06818460800000001
MUSPF,COEFR,0.06810196
MUSPF,CRIGR,0.052592881999999994
MUSPF,CYNSP,0.130474484
MUSPF,DELLE,0.10650958899999999
MUSPF,DIPOR,0.04346044
MUSPF,EOSFB,0.056342989999999996
MUSPF,EQUPR,0.0687616635
MUSPF,ERIEU,0.06356529650000001
MUSPF,FELCA,0.0162653995
MUSPF,GORGO,0.109988898
MUSPF,HETGA,0.12516117799999998
MUSPF,HIPAR,0.06330048199999999
MUSPF,HUMAN,0.082506188
MUSPF,HYLLA,0.053155255
MUSPF,LEPWE,0.0171449615
MUSPF,LOXAF,0.067380366
MUSPF,MARMA,0.056379661
MUSPF,MICMU,0.046387702999999995
MUSPF,MICOH,0.049429299999999995
MUSPF,MONMO,0.06414626699999999
MUSPF,MOUSE,0.0605041565
MUSPF,MUSCR,0.065068003
MUSPF,MUSPF,0.046651858
MUSPF,MYOPI,0.057764603
MUSPF,NEOAA,0.0769228095
MUSPF,NEOSC,0.029887548
MUSPF,NOMLE,0.047837463999999996
MUSPF,OCTDE,0.043184081
MUSPF,ODORO,0.020437002
MUSPF,ODOVR,0.072904948
MUSPF,ORYAF,0.05074629
MUSPF,PANGU,0.338185024
MUSPF,PANPR,0.02176383
MUSPF,PANTR,0.043801896
MUSPF,PHOSS,0.084642648
MUSPF,PHYMC,0.079706845
MUSPF,PONAB,0.046469859
MUSPF,PONPY,0.046469869000000004
MUSPF,PROSS,0.0467299915
MUSPF,PTEVA,0.119618957
MUSPF,PUMCO,0.103580274
MUSPF,RAT,0.052715332999999996
MUSPF,RHIFE,0.067372904
MUSPF,RHIRO,0.043626187
MUSPF,SAPAP,0.053157537
MUSPF,SURSU,0.021603224
MUSPF,TAPME,0.048251446999999996
MUSPF,TRIMA,0.116265701
MUSPF,TURTR,0.076922809
MUSPF,UROPR,0.056379661
MUSPF,VICPA,0.034398956
MUSPF,VULVU,0.036248349
MUSPF,ZALCA,0.042233351
MYOLU,9AMPH,0.12074907000000001
MYOLU,9ANUR,0.348186603
MYOLU,9AVES,0.1508485775
MYOLU,9CHIR,0.09721179799999999
MYOLU,9CICH,0.556827397
MYOLU,9PASE,0.16423394800000002
MYOLU,9PASS,0.188824354
MYOLU,9PLAT,4.0595670745
MYOLU,9PRIM,0.089139978
MYOLU,9SAUR,0.184077214
MYOLU,9TELE,0.5666906205
MYOLU,ACIJB,0.100645231
MYOLU,ACIOX,0.260142435
MYOLU,AILME,0.113237916
MYOLU,ALLSI,0.128798728
MYOLU,ANOCA,0.12118499699999999
MYOLU,ARAGI,0.718305052
MYOLU,ARCCL,0.11912851199999999
MYOLU,ASEST,0.137256504
MYOLU,ATHCN,0.283808488
MYOLU,AUSLI,0.5620951085
MYOLU,AYTFU,0.15862884
MYOLU,BALAC,0.11553356549999999
MYOLU,BALMU,0.117046739
MYOLU,BETSP,0.550985576
MYOLU,BISBB,0.119251308
MYOLU,BOSGR,0.107434684
MYOLU,BOSIN,0.107434697
MYOLU,BOVIN,0.11403759349999999
MYOLU,CALJA,0.14438095
MYOLU,CALUR,0.112663009
MYOLU,CAMBA,0.1084428735
MYOLU,CAMFR,0.10467547099999999
MYOLU,CANLF,0.12984053099999998
MYOLU,CASCN,0.12258433899999999
MYOLU,CATUS,0.233236434
MYOLU,CAVPO,0.092011826
MYOLU,CEBIM,0.110709138
MYOLU,CHACN,0.424949621
MYOLU,CHEAB,0.138967076
MYOLU,CHESE,0.138938732
MYOLU,CHICK,0.14663310200000002
MYOLU,CHILA,0.108143044
MYOLU,CHRAS,0.110661502
MYOLU,CLUHA,0.543643058
MYOLU,COEFR,0.14582574399999998
MYOLU,COTCN,3.180960225
MYOLU,COTGO,0.540497679
MYOLU,COTJA,0.374623859
MYOLU,CRIGR,0.095345137
MYOLU,CROAD,0.478048028
MYOLU,CROPO,0.125177482
MYOLU,CYACU,0.236982907
MYOLU,CYNSP,0.173226739
MYOLU,DANRE,0.5546369735
MYOLU,DELLE,0.14926184399999998
MYOLU,DIPOR,0.135349862
MYOLU,ECHTE,0.131991576
MYOLU,EOSFB,0.099095245
MYOLU,EQUAS,0.082164216
MYOLU,EQUPR,0.0805140095
MYOLU,ERIEU,0.10687079049999999
MYOLU,EUBMA,0.160481204
MYOLU,FELCA,0.107959497
MYOLU,FICAL,0.221460343
MYOLU,GEKGE,0.151125806
MYOLU,GEKJA,0.19487488800000002
MYOLU,GEOFO,0.188400227
MYOLU,GEOSA,0.1245981205
MYOLU,GORGO,0.153294392
MYOLU,GYMAC,0.5941082839999999
MYOLU,HETGA,0.167913433
MYOLU,HIPAR,0.141024266
MYOLU,HUMAN,0.125258443
MYOLU,HYLLA,0.09590751
MYOLU,ICTPU,0.453283063
MYOLU,LATCH,0.24790788200000002
MYOLU,LEPWE,0.1041858075
MYOLU,LOXAF,0.11013262099999999
MYOLU,MARMA,0.09913191599999999
MYOLU,MELGA,0.14473612200000002
MYOLU,MELUD,0.15886517549999998
MYOLU,MERPO,1.991843071
MYOLU,MICMU,0.08913995799999999
