Species1,Species2,MedianDistance
MYOLU,MICOH,0.092181555
MYOLU,MONDO,0.141332428
MYOLU,MONMO,0.1068985225
MYOLU,MOUSE,0.10389955999999999
MYOLU,MUSCR,0.10782025799999999
MYOLU,MUSPF,0.115539839
MYOLU,MYOPI,0.10051685799999999
MYOLU,NAJNA,0.185949551
MYOLU,NEOAA,0.1202283035
MYOLU,NEOSC,0.11609978900000001
MYOLU,NOMLE,0.09590747899999999
MYOLU,NOTPE,0.17279677300000001
MYOLU,OCTDE,0.120079265
MYOLU,ODORO,0.108306448
MYOLU,ODOVR,0.11565720299999999
MYOLU,ORNAN,0.158361206
MYOLU,ORYAF,0.110060927
MYOLU,PANGU,0.38093727899999996
MYOLU,PANPR,0.100645241
MYOLU,PANTR,0.08706794
MYOLU,PARLB,0.143653005
MYOLU,PATFA,0.2248878925
MYOLU,PELSI,0.14231733600000002
MYOLU,PHACI,0.125177472
MYOLU,PHOSS,0.127394903
MYOLU,PHYMC,0.12245909299999999
MYOLU,PONAB,0.089222119
MYOLU,PONPY,0.089222124
MYOLU,PROSS,0.06924182599999999
MYOLU,PSETE,0.187141374
MYOLU,PTEVA,0.162924451
MYOLU,PUMCO,0.11531046
MYOLU,PYTBI,0.17293977500000002
MYOLU,RAT,0.09546758799999999
MYOLU,RHIFE,0.145096688
MYOLU,RHIRO,0.086378442
MYOLU,SACKO,1.7875451089999999
MYOLU,SAGOE,0.333710464
MYOLU,SALNM,0.474555091
MYOLU,SAPAP,0.095909792
MYOLU,SARHA,0.139768773
MYOLU,SCHHA,5.122080128
MYOLU,SURSU,0.111909471
MYOLU,TAEGU,0.143201248
MYOLU,TAPME,0.09100370199999999
MYOLU,TRASC,0.140566771
MYOLU,TRIMA,0.1602037385
MYOLU,TURTR,0.120228303
MYOLU,TYLPA,0.11985262499999999
MYOLU,UROPR,0.09913191599999999
MYOLU,URSMA,0.177617651
MYOLU,VICPA,0.1244021575
MYOLU,VULVU,0.1096365615
MYOLU,XENLA,0.1532921505
MYOLU,XENTR,0.144675555
MYOLU,ZALCA,0.11112133199999999
MYOPI,9SAUR,0.42276774899999997
MYOPI,BALAC,0.043293497
MYOPI,BALMU,0.044806673
MYOPI,BISBB,0.047011241999999995
MYOPI,BOSGR,0.035194618
MYOPI,BOSIN,0.035194626
MYOPI,BOVIN,0.0417975275
MYOPI,CALJA,0.072140884
MYOPI,CEBIM,0.038469072
MYOPI,CHILA,0.035903004
MYOPI,CHRAS,0.0915007705
MYOPI,CYNSP,0.100986673
MYOPI,DELLE,0.077021778
MYOPI,EOSFB,0.026855179
MYOPI,EQUPR,0.0392738625
MYOPI,ERIEU,0.0346307245
MYOPI,GORGO,0.081054326
MYOPI,HETGA,0.095673367
MYOPI,HUMAN,0.053018377
MYOPI,HYLLA,0.023667444
MYOPI,LOXAF,0.037892555
MYOPI,MARMA,0.026891850000000002
MYOPI,MONMO,0.0346584565
MYOPI,MOUSE,0.031659493999999996
MYOPI,MUSCR,0.035580192
MYOPI,NEOAA,0.047988237499999996
MYOPI,NOMLE,0.018902922
MYOPI,ODOVR,0.043417137
MYOPI,PANGU,0.30869721299999997
MYOPI,PANTR,0.014827874
MYOPI,PHOSS,0.055154837
MYOPI,PHYMC,0.0502190305
MYOPI,PONAB,0.016982123000000002
MYOPI,PONPY,0.016982128
MYOPI,PTEVA,0.09068438499999999
MYOPI,PUMCO,0.075474307
MYOPI,RAT,0.023227522
MYOPI,SAPAP,0.023669726
MYOPI,TAPME,0.018763662
MYOPI,TRIMA,0.086777895
MYOPI,TURTR,0.047988237
MYOPI,UROPR,0.026891850000000002
NAJNA,9AMPH,0.137134869
NAJNA,9ANUR,0.31661872
NAJNA,9AVES,0.1192806945
NAJNA,9CHIR,0.12486927499999999
NAJNA,9CICH,0.525259514
NAJNA,9PASE,0.132666065
NAJNA,9PASS,0.157256471
NAJNA,9PLAT,4.027999191499999
NAJNA,9PRIM,0.116797455
NAJNA,9SAUR,0.108998894
NAJNA,9TELE,0.5351227375000001
NAJNA,ACIJB,0.128302708
NAJNA,ACIOX,0.228574552
NAJNA,AILME,0.140895393
NAJNA,ALLSI,0.097230845
NAJNA,ANOCA,0.07780600999999998
NAJNA,ARAGI,0.7964231175
NAJNA,ARCCL,0.146785989
NAJNA,ASEST,0.164913981
NAJNA,ATHCN,0.255787078
NAJNA,AUSLI,0.5305272255
NAJNA,AYTFU,0.127060957
NAJNA,BALAC,0.14319104249999998
NAJNA,BALMU,0.144704216
NAJNA,BETSP,0.5194176930000001
NAJNA,BISBB,0.146908785
NAJNA,BOSGR,0.135092161
NAJNA,BOSIN,0.13509217399999998
NAJNA,BOVIN,0.1416950705
NAJNA,CALJA,0.172038427
NAJNA,CALUR,0.140320486
NAJNA,CAMBA,0.13610035050000002
NAJNA,CAMFR,0.132332948
NAJNA,CANLF,0.157498008
NAJNA,CASCN,0.150241816
NAJNA,CATUS,0.201668551
NAJNA,CAVPO,0.119669303
NAJNA,CEBIM,0.138366615
NAJNA,CHACN,0.393381738
NAJNA,CHEAB,0.107399193
NAJNA,CHESE,0.107370849
NAJNA,CHICK,0.115065219
NAJNA,CHILA,0.135800521
NAJNA,CHRAS,0.138318979
NAJNA,CLUHA,0.512075175
NAJNA,COEFR,0.173483221
NAJNA,COTCN,3.149392342
NAJNA,COTGO,0.508929796
NAJNA,COTJA,0.343055976
NAJNA,CRIGR,0.123002614
NAJNA,CROPO,0.093609599
NAJNA,CYACU,0.205415024
NAJNA,CYNSP,0.200884216
NAJNA,DANRE,0.5230690905
NAJNA,DELLE,0.176919321
NAJNA,DIPOR,0.163007339
NAJNA,ECHTE,0.15964905299999999
NAJNA,EOSFB,0.12675272199999998
NAJNA,EQUAS,0.109821693
NAJNA,EQUPR,0.108171489
NAJNA,ERIEU,0.1345282675
NAJNA,EUBMA,0.128913321
NAJNA,FELCA,0.135616974
NAJNA,FICAL,0.18989245999999999
NAJNA,GEKGE,0.11955792300000001
NAJNA,GEKJA,0.163307005
NAJNA,GEOFO,0.156832344
NAJNA,GEOSA,0.1409839195
NAJNA,GORGO,0.180951869
NAJNA,GYMAC,0.562540401
NAJNA,HETGA,0.19557091
NAJNA,HIPAR,0.168681743
NAJNA,HUMAN,0.15291591999999998
NAJNA,HYLLA,0.12356498699999999
NAJNA,ICTPU,0.42171517999999997
NAJNA,LATCH,0.216339999
NAJNA,LEPWE,0.1318432845
NAJNA,LOXAF,0.137790098
NAJNA,MARMA,0.126789393
NAJNA,MELGA,0.113168239
NAJNA,MELUD,0.1272972925
NAJNA,MERPO,1.960275188
NAJNA,MICMU,0.11679743499999999
NAJNA,MICOH,0.119839032
NAJNA,MONDO,0.10976454499999999
NAJNA,MONMO,0.1345559995
NAJNA,MOUSE,0.131557037
NAJNA,MUSCR,0.135477735
NAJNA,MUSPF,0.143197316
NAJNA,MYOPI,0.128174335
NAJNA,NEOAA,0.1478857805
NAJNA,NEOSC,0.143757266
NAJNA,NOMLE,0.12356495599999999
NAJNA,NOTPE,0.14122889
NAJNA,OCTDE,0.14773674199999998
NAJNA,ODORO,0.13596392499999999
NAJNA,ODOVR,0.14331468
NAJNA,ORNAN,0.126793323
NAJNA,ORYAF,0.137718404
NAJNA,PANGU,0.40859475599999995
NAJNA,PANPR,0.12830271799999998
NAJNA,PANTR,0.114725417
NAJNA,PARLB,0.160038804
NAJNA,PATFA,0.1933200095
NAJNA,PELSI,0.110749453
NAJNA,PHACI,0.09360958899999999
NAJNA,PHOSS,0.15505238
NAJNA,PHYMC,0.15011657350000002
NAJNA,PONAB,0.116879596
NAJNA,PONPY,0.116879601
NAJNA,PROSS,0.1176929625
NAJNA,PSETE,0.005372175
NAJNA,PTEVA,0.19058192799999998
NAJNA,PUMCO,0.142967937
NAJNA,RAT,0.12312506499999999
NAJNA,RHIFE,0.17275416500000002
NAJNA,RHIRO,0.114035919
NAJNA,SACKO,1.755977226
NAJNA,SAGOE,0.36136794099999997
NAJNA,SALNM,0.44298720799999997
NAJNA,SAPAP,0.123567269
NAJNA,SARHA,0.10820089
NAJNA,SCHHA,5.090512244999999
NAJNA,SURSU,0.139566948
NAJNA,TAEGU,0.111633365
NAJNA,TAPME,0.11866117899999999
NAJNA,TRASC,0.108998888
NAJNA,TRIMA,0.18786121549999998
NAJNA,TURTR,0.14788578
NAJNA,TYLPA,0.147510102
NAJNA,UROPR,0.126789393
NAJNA,URSMA,0.205275128
NAJNA,VICPA,0.15205963449999998
NAJNA,VULVU,0.1372940385
NAJNA,XENLA,0.16967794949999998
NAJNA,XENTR,0.161061354
NAJNA,ZALCA,0.138778809
NEOAA,9SAUR,0.42342113449999996
NEOAA,BALAC,0.015569850500000001
NEOAA,BALMU,0.017083024
NEOAA,CALJA,0.0727942695
NEOAA,CHILA,0.0556144495
NEOAA,CHRAS,0.09215415600000001
NEOAA,CYNSP,0.10164005849999999
NEOAA,DELLE,0.034453321999999995
NEOAA,EOSFB,0.0275085645
NEOAA,ERIEU,0.032898996
NEOAA,GORGO,0.09158407199999999
NEOAA,HETGA,0.09632675249999999
NEOAA,HUMAN,0.062848241
NEOAA,HYLLA,0.0243208295
NEOAA,MARMA,0.027545235499999998
NEOAA,MONMO,0.016215653
NEOAA,NEOAA,0.025172745000000003
NEOAA,NOMLE,0.0338498765
NEOAA,PANGU,0.30935059849999996
NEOAA,PANTR,0.034628674
NEOAA,PHOSS,0.016113040000000002
NEOAA,PHYMC,0.022383139500000003
NEOAA,PONAB,0.036693568499999996
NEOAA,PONPY,0.0366935735
NEOAA,PTEVA,0.0832874025
NEOAA,PUMCO,0.076127693
NEOAA,SAPAP,0.024318521499999995
NEOAA,TAPME,0.0384751075
NEOAA,TRIMA,0.087721817
NEOAA,TURTR,0.016113055
NEOAA,UROPR,0.027545235499999998
NEOSC,9CHIR,0.054199867
NEOSC,9PRIM,0.047569435
NEOSC,9SAUR,0.45281551
NEOSC,ACIJB,0.030662372
NEOSC,AILME,0.038147257500000004
NEOSC,ASEST,0.0599295975
NEOSC,BALAC,0.073341263
NEOSC,BALMU,0.074854434
NEOSC,BISBB,0.077059003
NEOSC,BOSGR,0.065242387
NEOSC,BOSIN,0.065242392
NEOSC,BOVIN,0.072369449
NEOSC,CALJA,0.102188645
NEOSC,CALUR,0.040257792
NEOSC,CAMBA,0.0322702515
NEOSC,CAMFR,0.032270254
NEOSC,CASCN,0.055110339999999994
NEOSC,CAVPO,0.049819521
NEOSC,CEBIM,0.068516833
NEOSC,CHILA,0.06595073900000001
NEOSC,CHRAS,0.070537551
NEOSC,COEFR,0.06849883749999999
NEOSC,CRIGR,0.053152832
NEOSC,CYNSP,0.131034434
NEOSC,DELLE,0.10706953899999999
NEOSC,EOSFB,0.05690294
NEOSC,EQUPR,0.06932163350000001
NEOSC,ERIEU,0.065602048
NEOSC,FELCA,0.0337097265
NEOSC,GORGO,0.10911800099999999
NEOSC,HETGA,0.125721128
NEOSC,HIPAR,0.0636973595
NEOSC,HUMAN,0.08777332700000001
NEOSC,HYLLA,0.053715205
NEOSC,LOXAF,0.067940316
NEOSC,MARMA,0.056939611
NEOSC,MICMU,0.047647569
NEOSC,MICOH,0.04998925
NEOSC,MONMO,0.06470621800000001
NEOSC,MOUSE,0.062057218
NEOSC,MUSCR,0.065627953
NEOSC,MUSPF,0.0470487405
NEOSC,MYOPI,0.058324553
NEOSC,NEOAA,0.0779964635
NEOSC,NEOSC,0.0126025435
NEOSC,NOMLE,0.048256137500000004
NEOSC,OCTDE,0.042752358500000004
NEOSC,ODORO,0.018610317
NEOSC,ODOVR,0.073464898
NEOSC,ORYAF,0.05130624
NEOSC,PANGU,0.338744974
NEOSC,PANPR,0.028240024000000002
NEOSC,PANTR,0.04488608
NEOSC,PHOSS,0.085202598
NEOSC,PHYMC,0.0823351455
NEOSC,PONAB,0.047029819
NEOSC,PONPY,0.047029819
NEOSC,PROSS,0.0481931435
NEOSC,PTEVA,0.11616917199999999
NEOSC,PUMCO,0.102432251
NEOSC,RAT,0.053275283
NEOSC,RHIFE,0.066169029
NEOSC,RHIRO,0.044186137
NEOSC,SAPAP,0.053717487
NEOSC,SURSU,0.0366732845
NEOSC,TAPME,0.048811397
NEOSC,TRIMA,0.117525582
NEOSC,TURTR,0.0779964575
NEOSC,UROPR,0.056939611
NEOSC,VICPA,0.03088172
NEOSC,VULVU,0.03819014800000001
NEOSC,ZALCA,0.0426302335
NOMLE,9CHIR,0.22574189300000003
NOMLE,9PRIM,0.21767007300000002
NOMLE,9SAUR,0.511319128
NOMLE,ACIJB,0.2029296695
NOMLE,AILME,0.186235067
NOMLE,ARCCL,0.18997444700000002
NOMLE,ASEST,0.232196909
NOMLE,BALAC,0.1328733815
NOMLE,BALMU,0.133358052
NOMLE,BISBB,0.135562621
NOMLE,BOSGR,0.12374599700000001
NOMLE,BOSIN,0.123746005
NOMLE,BOVIN,0.1303489065
NOMLE,CALJA,0.160692263
NOMLE,CALUR,0.21643922200000001
NOMLE,CAMBA,0.20845168149999999
NOMLE,CAMFR,0.208451684
NOMLE,CASCN,0.2263605495
NOMLE,CAVPO,0.220541921
NOMLE,CEBIM,0.127020451
NOMLE,CHILA,0.133983382
NOMLE,CHRAS,0.23919159700000003
NOMLE,COEFR,0.240766149
NOMLE,CRIGR,0.223875232
NOMLE,CYNSP,0.189538052
NOMLE,DELLE,0.165573157
NOMLE,DIPOR,0.214467431
NOMLE,EOSFB,0.115406558
NOMLE,EQUPR,0.127825239
NOMLE,ERIEU,0.1252587575
NOMLE,FELCA,0.1912645025
NOMLE,GORGO,0.2356926935
NOMLE,HETGA,0.184224746
NOMLE,HIPAR,0.23596467100000001
NOMLE,HUMAN,0.150812407
NOMLE,HYLLA,0.11221882300000001
NOMLE,LEPWE,0.1889805505
NOMLE,LOXAF,0.23866271600000002
NOMLE,MARMA,0.11544322900000001
NOMLE,MICMU,0.21767005300000003
NOMLE,MICOH,0.22071165
NOMLE,MONMO,0.1232098355
NOMLE,MOUSE,0.232429655
NOMLE,MUSCR,0.236350353
NOMLE,MUSPF,0.18666114
NOMLE,MYOPI,0.22904695300000003
NOMLE,NEOAA,0.146415977
NOMLE,NEOSC,0.20089453200000001
NOMLE,NOMLE,0.214908532
NOMLE,OCTDE,0.21501967
NOMLE,ODORO,0.193101191
NOMLE,ODOVR,0.131968516
NOMLE,ORYAF,0.22202864
NOMLE,PANGU,0.39724859199999996
NOMLE,PANPR,0.198449226
NOMLE,PANTR,0.011086615000000001
NOMLE,PHOSS,0.143706216
NOMLE,PHYMC,0.14305428250000002
NOMLE,PONAB,0.012372744
NOMLE,PONPY,0.012372748999999999
NOMLE,PROSS,0.21856558050000002
NOMLE,PTEVA,0.16598325
NOMLE,PUMCO,0.194428029
NOMLE,RAT,0.22399768300000003
NOMLE,RHIFE,0.240037093
NOMLE,RHIRO,0.214908537
NOMLE,SAPAP,0.112221105
NOMLE,SURSU,0.194267418
NOMLE,TAPME,0.11684404000000001
NOMLE,TRIMA,0.1756198105
NOMLE,TURTR,0.13564970850000002
NOMLE,UROPR,0.11544322900000001
NOMLE,VICPA,0.20706315
NOMLE,VULVU,0.208912543
NOMLE,ZALCA,0.214897545
NOTPE,9AMPH,0.12398209099999999
NOTPE,9ANUR,0.192515476
NOTPE,9AVES,0.0654075615
NOTPE,9CHIR,0.111716497
NOTPE,9CICH,0.48468156399999995
NOTPE,9PASE,0.008562835000000001
NOTPE,9PASS,0.242926686
NOTPE,9PLAT,3.9874212415
NOTPE,9PRIM,0.103644677
NOTPE,9SAUR,0.0956622045
NOTPE,9TELE,0.49454478749999997
NOTPE,ACIJB,0.11514992999999998
NOTPE,ACIOX,0.187996602
NOTPE,AILME,0.127742615
NOTPE,ALLSI,0.056652894999999995
NOTPE,ARAGI,0.7558451675
NOTPE,ARCCL,0.133633211
NOTPE,ASEST,0.15176120299999998
NOTPE,ATHCN,0.154260182
NOTPE,AUSLI,0.4899492755
NOTPE,AYTFU,0.086483007
NOTPE,BALAC,0.1300382645
NOTPE,BALMU,0.131551438
NOTPE,BETSP,0.478839743
NOTPE,BISBB,0.133756007
NOTPE,BOSGR,0.12193938300000001
NOTPE,BOSIN,0.121939396
NOTPE,BOVIN,0.12854229250000002
NOTPE,CALJA,0.15888564900000002
NOTPE,CALUR,0.127167708
NOTPE,CAMBA,0.12294757249999999
NOTPE,CAMFR,0.11918017
NOTPE,CANLF,0.14434523
NOTPE,CASCN,0.137089038
NOTPE,CATUS,0.121335951
NOTPE,CAVPO,0.106516525
NOTPE,CEBIM,0.125213837
NOTPE,CHACN,0.35280378799999995
NOTPE,CHEAB,0.066821243
NOTPE,CHESE,0.06679289899999999
NOTPE,CHICK,0.063396386
NOTPE,CHILA,0.122647743
NOTPE,CHRAS,0.125166201
NOTPE,CLUHA,0.47149722499999996
NOTPE,COEFR,0.160330443
NOTPE,COTCN,3.108814392
NOTPE,COTGO,0.46835184599999996
NOTPE,COTJA,0.206448443
NOTPE,CRIGR,0.109849836
NOTPE,CROPO,0.047619300999999996
NOTPE,CYACU,0.08131178
NOTPE,CYNSP,0.187731438
NOTPE,DANRE,0.48249114049999997
NOTPE,DELLE,0.163766543
NOTPE,DIPOR,0.149854561
NOTPE,ECHTE,0.146496275
NOTPE,EOSFB,0.11359994400000001
NOTPE,EQUAS,0.096668915
NOTPE,EQUPR,0.09501871099999999
NOTPE,ERIEU,0.1213754895
NOTPE,EUBMA,0.088335371
NOTPE,FELCA,0.122464196
NOTPE,FICAL,0.065789216
NOTPE,GEKGE,0.078979973
NOTPE,GEKJA,0.022078125000000004
NOTPE,GEOFO,0.019546252
NOTPE,GEOSA,0.1278311415
NOTPE,GORGO,0.167799091
NOTPE,GYMAC,0.5219624509999999
NOTPE,HETGA,0.182418132
NOTPE,HIPAR,0.155528965
NOTPE,HUMAN,0.139763142
NOTPE,HYLLA,0.11041220900000001
NOTPE,ICTPU,0.38113723
NOTPE,LATCH,0.175762049
NOTPE,LEPWE,0.11869050649999999
NOTPE,LOXAF,0.12463732
NOTPE,MARMA,0.113636615
NOTPE,MELGA,0.045999923
NOTPE,MELUD,0.0230986945
NOTPE,MERPO,1.919697238
NOTPE,MICMU,0.103644657
NOTPE,MICOH,0.106686254
NOTPE,MONDO,0.06918659499999999
NOTPE,MONMO,0.1214032215
NOTPE,MOUSE,0.118404259
NOTPE,MUSCR,0.122324957
NOTPE,MUSPF,0.130044538
NOTPE,MYOPI,0.115021557
NOTPE,NEOAA,0.1347330025
NOTPE,NEOSC,0.130604488
NOTPE,NOMLE,0.110412178
NOTPE,OCTDE,0.134583964
NOTPE,ODORO,0.122811147
NOTPE,ODOVR,0.130161902
NOTPE,ORNAN,0.086215373
NOTPE,ORYAF,0.12456562599999998
NOTPE,PANGU,0.39544197799999997
NOTPE,PANPR,0.11514993999999999
NOTPE,PANTR,0.101572639
NOTPE,PARLB,0.146886026
NOTPE,PATFA,0.1024165945
NOTPE,PELSI,0.070171503
NOTPE,PHOSS,0.141899602
NOTPE,PHYMC,0.13696379549999999
NOTPE,PONAB,0.103726818
NOTPE,PONPY,0.103726823
NOTPE,PROSS,0.1045401845
NOTPE,PTEVA,0.17742915
NOTPE,PUMCO,0.12981515899999999
NOTPE,RAT,0.109972287
NOTPE,RHIFE,0.15960138699999998
NOTPE,RHIRO,0.10088314100000001
NOTPE,SACKO,1.715399276
NOTPE,SAGOE,0.348215163
NOTPE,SALNM,0.402409258
NOTPE,SAPAP,0.110414491
NOTPE,SARHA,0.06762293999999999
NOTPE,SCHHA,5.049934295
NOTPE,SURSU,0.12641417
NOTPE,TAEGU,0.071055415
NOTPE,TAPME,0.105508401
NOTPE,TRASC,0.068420938
NOTPE,TRIMA,0.1747084375
NOTPE,TURTR,0.134733002
NOTPE,TYLPA,0.134357324
NOTPE,UROPR,0.113636615
NOTPE,URSMA,0.19212235
NOTPE,VICPA,0.1389068565
NOTPE,VULVU,0.12414126049999999
NOTPE,XENLA,0.1565251715
NOTPE,XENTR,0.14790857599999999
NOTPE,ZALCA,0.125626031
OCTDE,9CHIR,0.057554979
OCTDE,9PRIM,0.051144773000000004
OCTDE,9SAUR,0.456794986
OCTDE,ACIJB,0.036737599999999995
OCTDE,AILME,0.043671644999999995
OCTDE,BALAC,0.07826164399999999
OCTDE,BALMU,0.07883391000000001
OCTDE,BISBB,0.081038479
OCTDE,BOSGR,0.069221855
OCTDE,BOSIN,0.069221863
OCTDE,BOVIN,0.0758247645
OCTDE,CALJA,0.106168121
OCTDE,CALUR,0.049696298
OCTDE,CAMBA,0.0417087575
OCTDE,CAMFR,0.04170876
OCTDE,CASCN,0.060186917
OCTDE,CAVPO,0.053798997
OCTDE,CEBIM,0.07249630900000001
OCTDE,CHILA,0.069930215
OCTDE,CHRAS,0.073389593
OCTDE,CRIGR,0.057132308
OCTDE,CYNSP,0.13501391000000001
OCTDE,DELLE,0.111049015
OCTDE,EOSFB,0.060882415999999995
OCTDE,EQUPR,0.07330109700000001
OCTDE,ERIEU,0.0686753125
OCTDE,FELCA,0.039234114
OCTDE,GORGO,0.115081563
OCTDE,HETGA,0.129700604
OCTDE,HUMAN,0.087183343
OCTDE,HYLLA,0.057694681
OCTDE,LOXAF,0.071919792
OCTDE,MARMA,0.060919087
OCTDE,MICMU,0.051868044
OCTDE,MICOH,0.053968725999999995
OCTDE,MONMO,0.0686856935
OCTDE,MOUSE,0.065686731
OCTDE,MUSCR,0.069607429
OCTDE,MUSPF,0.052573128
OCTDE,MYOPI,0.062304029
OCTDE,NEOAA,0.08201547449999999
OCTDE,NEOSC,0.0602601475
OCTDE,NOMLE,0.052930129000000006
OCTDE,OCTDE,0.010131128
OCTDE,ODORO,0.048154616
OCTDE,ODOVR,0.077444374
OCTDE,ORYAF,0.055285716
OCTDE,PANGU,0.34272444999999996
OCTDE,PANPR,0.034693005
OCTDE,PANTR,0.0489443955
OCTDE,PHOSS,0.089182074
OCTDE,PHYMC,0.0851871815
OCTDE,PONAB,0.05100929
OCTDE,PONPY,0.051009295
OCTDE,PROSS,0.0518226565
OCTDE,PTEVA,0.12466676449999999
OCTDE,PUMCO,0.10856062699999999
OCTDE,RAT,0.057254759
OCTDE,RHIRO,0.048165612999999996
OCTDE,SAPAP,0.057696963000000004
OCTDE,SURSU,0.042197672000000006
OCTDE,TAPME,0.052790873
OCTDE,TRIMA,0.1210956685
OCTDE,TURTR,0.082015474
OCTDE,UROPR,0.060919087
OCTDE,VICPA,0.040320226
OCTDE,VULVU,0.043110552499999996
OCTDE,ZALCA,0.048154620999999995
ODORO,9CHIR,0.045181223500000006
ODORO,9PRIM,0.037952451000000005
ODORO,9SAUR,0.44502216899999997
ODORO,ACIJB,0.02381299
ODORO,AILME,0.0312978875
ODORO,ASEST,0.0530802275
ODORO,BALAC,0.065547912
ODORO,BALMU,0.067061093
ODORO,BISBB,0.069265662
ODORO,BOSGR,0.057449032
ODORO,BOSIN,0.057449043000000005
ODORO,BOVIN,0.06275512750000001
ODORO,CALJA,0.094395304
ODORO,CALUR,0.0367216
ODORO,CAMBA,0.0287340595
ODORO,CAMFR,0.028734061999999998
ODORO,CASCN,0.0474677045
ODORO,CAVPO,0.042026179999999996
ODORO,CEBIM,0.060723492000000004
ODORO,CHILA,0.058157398
ODORO,CHRAS,0.060675860000000005
ODORO,COEFR,0.0616494675
ODORO,CRIGR,0.045359491
ODORO,CYNSP,0.123241093
ODORO,DELLE,0.099276198
ODORO,EOSFB,0.049109599
ODORO,EQUPR,0.061528272
ODORO,ERIEU,0.055961584
ODORO,FELCA,0.0268603565
ODORO,GORGO,0.102011926
ODORO,HETGA,0.11792778699999999
ODORO,HIPAR,0.056847989499999994
ODORO,HUMAN,0.07610582099999999
ODORO,HYLLA,0.045921864
ODORO,LEPWE,0.002575752
ODORO,LOXAF,0.060146975
ODORO,MARMA,0.04914627
ODORO,MICMU,0.03915430600000001
ODORO,MICOH,0.042195909
ODORO,MONMO,0.0569128765
ODORO,MOUSE,0.053175225000000007
ODORO,MUSCR,0.057834611999999994
ODORO,MUSPF,0.0401993705
ODORO,MYOPI,0.050531212
ODORO,NEOAA,0.0689458375
ODORO,NEOSC,0.015270214
ODORO,NOMLE,0.039860492
ODORO,OCTDE,0.035563011
ODORO,ODORO,0.005408533
ODORO,ODOVR,0.06567155699999999
ODORO,ORYAF,0.043512899
ODORO,PANGU,0.33095163299999997
ODORO,PANPR,0.019934667000000003
ODORO,PANTR,0.036392817
ODORO,PHOSS,0.07740925700000001
ODORO,PHYMC,0.0724734525
ODORO,PONAB,0.039236472
ODORO,PONPY,0.039236478000000005
ODORO,PROSS,0.039154311000000004
ODORO,PTEVA,0.108426361
ODORO,PUMCO,0.096526846
ODORO,RAT,0.045481942
ODORO,RHIFE,0.0603194685
ODORO,RHIRO,0.036392796
ODORO,SAPAP,0.045924146
ODORO,SURSU,0.0298239145
ODORO,TAPME,0.041018056
ODORO,TRIMA,0.10903231
ODORO,TURTR,0.06894583700000001
ODORO,UROPR,0.04914627
ODORO,VICPA,0.027345528
ODORO,VULVU,0.030396806000000002
ODORO,ZALCA,0.0357808635
ODOVR,9SAUR,0.418850034
ODOVR,BALAC,0.034914024
ODOVR,BALMU,0.03642720000000001
ODOVR,BISBB,0.038631768999999996
ODOVR,BOSGR,0.026815145000000002
ODOVR,BOSIN,0.026815153
ODOVR,BOVIN,0.0334180545
ODOVR,CALJA,0.068223169
ODOVR,CEBIM,0.011448381
ODOVR,CHILA,0.051043349
ODOVR,CHRAS,0.0875830555
ODOVR,CYNSP,0.097068958
ODOVR,DELLE,0.068642305
ODOVR,EOSFB,0.022937464
ODOVR,EQUPR,0.0078773535
ODOVR,ERIEU,0.026251251500000003
ODOVR,GORGO,0.077136611
ODOVR,HETGA,0.091755652
ODOVR,HUMAN,0.04749428
ODOVR,HYLLA,0.019749729
ODOVR,MARMA,0.022974135
ODOVR,MONMO,0.026278983500000002
ODOVR,NEOAA,0.0396087645
ODOVR,NOMLE,0.029278776000000003
ODOVR,PANGU,0.304779498
ODOVR,PANTR,0.0300575735
ODOVR,PHOSS,0.046775364
ODOVR,PHYMC,0.0418395575
ODOVR,PONAB,0.032122468
ODOVR,PONPY,0.032122473
ODOVR,PTEVA,0.08676666999999999
ODOVR,PUMCO,0.071556592
ODOVR,SAPAP,0.019747421
ODOVR,TAPME,0.033904007
ODOVR,TRIMA,0.08286018
ODOVR,TURTR,0.039608764000000005
ODOVR,UROPR,0.022974135
ORNAN,9AMPH,0.109546524
ORNAN,9CHIR,0.09728093
ORNAN,9CICH,0.447227895
ORNAN,9PASS,0.27535285649999997
ORNAN,9PLAT,3.9499675725000003
ORNAN,9PRIM,0.08920911000000001
ORNAN,9SAUR,0.058808504000000004
ORNAN,9TELE,0.45709111849999995
ORNAN,ACIJB,0.100714363
ORNAN,ACIOX,0.150542933
ORNAN,AILME,0.113307048
ORNAN,ARAGI,0.7183914985
ORNAN,ARCCL,0.11919764399999999
ORNAN,ASEST,0.137325636
ORNAN,ATHCN,0.119901267
ORNAN,AUSLI,0.4524956065
ORNAN,AYTFU,0.049029338000000006
ORNAN,BALAC,0.1156026975
ORNAN,BALMU,0.11711587100000001
ORNAN,BETSP,0.44138607399999996
ORNAN,BISBB,0.11932044
ORNAN,BOSGR,0.107503816
ORNAN,BOSIN,0.10750382900000001
ORNAN,BOVIN,0.1141067255
ORNAN,CALJA,0.144450082
ORNAN,CALUR,0.112732141
ORNAN,CAMBA,0.1085120055
ORNAN,CAMFR,0.10474460299999999
ORNAN,CANLF,0.129909663
ORNAN,CASCN,0.12265347099999999
ORNAN,CATUS,0.1953967425
ORNAN,CAVPO,0.092080958
ORNAN,CEBIM,0.11077827000000001
ORNAN,CHACN,0.315350119
ORNAN,CHICK,0.032167347
ORNAN,CHILA,0.10821217600000001
